2025-12-24 22:34:01,493 - BinaryFileReader - INFO - Starting to read binary file: \data\customers.binary
2025-12-24 22:34:01,493 - BinaryFileReader - INFO - Record format: <i50s50s100s20s50s3s10s11s
2025-12-24 22:34:01,494 - BinaryFileReader - INFO - Record size: 298 bytes
2025-12-24 22:34:01,495 - BinaryFileReader - INFO - Error handling mode: skip
2025-12-24 22:34:01,495 - BinaryFileReader - ERROR - File integrity check failed: File does not exist: \data\customers.binary
2025-12-24 22:34:33,211 - BinaryFileReader - INFO - Starting to read binary file: \data\customers.binary
2025-12-24 22:34:33,212 - BinaryFileReader - INFO - Record format: <i50s50s100s20s50s3s10s11s
2025-12-24 22:34:33,212 - BinaryFileReader - INFO - Record size: 298 bytes
2025-12-24 22:34:33,216 - BinaryFileReader - INFO - Error handling mode: skip
2025-12-24 22:34:33,217 - BinaryFileReader - ERROR - File integrity check failed: File does not exist: \data\customers.binary
2025-12-24 22:37:27,194 - BinaryFileReader - INFO - Starting to read binary file: data\customers.binary
2025-12-24 22:37:27,195 - BinaryFileReader - INFO - Record format: <i50s50s100s20s50s3s10s11s
2025-12-24 22:37:27,195 - BinaryFileReader - INFO - Record size: 298 bytes
2025-12-24 22:37:27,196 - BinaryFileReader - INFO - Error handling mode: skip
2025-12-24 22:37:27,196 - BinaryFileReader - WARNING - File size (600000 bytes) is not a multiple of record size (298 bytes). 126 trailing bytes detected. Expected size: 599874 bytes. File may be truncated or corrupted.
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 991, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 992, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 993, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 994, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 995, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 996, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 997, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 998, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 999, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1000, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1001, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1002, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1003, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1004, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1005, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1006, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1007, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1008, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1009, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1010, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1011, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1012, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1013, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1014, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1015, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1016, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1017, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1018, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1019, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1020, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1021, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1022, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1023, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1024, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1025, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1026, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1027, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1028, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1029, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1159, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1160, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1161, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1162, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1163, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1164, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1165, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1166, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1167, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1168, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1169, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1170, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1171, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1172, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1173, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1174, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1175, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1176, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1177, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1178, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1179, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1180, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1181, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1182, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1183, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1184, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1185, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1186, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1187, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1188, field 'state': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1189, field 'state': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1190, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1191, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1192, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1193, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1194, field 'zip_code': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1195, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1196, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1197, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1198, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1199, field 'registration_date': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1203, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1204, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1205, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1206, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1207, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1208, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1209, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1210, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1211, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1212, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1213, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1214, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1215, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1216, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1217, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1218, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1219, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1220, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1221, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1222, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1223, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1224, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1225, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1226, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1227, field 'first_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1228, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1229, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1230, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1231, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1232, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1233, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1234, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1235, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1236, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1237, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:06 - BinaryFileReader - WARNING - Record 1238, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1239, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1240, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1241, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1242, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1243, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1244, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1245, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1246, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1247, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1248, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1249, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1250, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1251, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1252, field 'last_name': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1253, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1254, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1255, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1256, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1257, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1258, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1259, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1260, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1261, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1262, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1263, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1264, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1265, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1266, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1267, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1268, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1269, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1270, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1271, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1272, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1273, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1274, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1275, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1276, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1277, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1278, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1279, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1280, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1281, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1282, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1283, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1284, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1285, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1286, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1287, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1417, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1418, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1419, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1420, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1421, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1422, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1423, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1424, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1425, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1426, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1427, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1428, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1429, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1430, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1431, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1432, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1433, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1434, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1435, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1436, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1437, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1438, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1439, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1440, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1441, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1442, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1443, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1444, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1445, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1446, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1447, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1448, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1449, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1450, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1451, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1452, field 'email': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1453, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1454, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1455, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1456, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1457, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1458, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1459, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1460, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1461, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1462, field 'phone': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1463, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1464, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1465, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1466, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1467, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1468, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1469, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1470, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1471, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1472, field 'city': Failed to decode with ascii, using fallback latin-1
2025-12-29 11:32:07 - BinaryFileReader - WARNING - Record 1473, field 'city': Failed to decode with ascii, using fallback latin-1
